"0","date","returns"
"58",2008-07-31,-0.0223535960043839
"59",2008-08-29,-0.0176648989699285
"60",2008-09-30,-0.102193899682136
"61",2008-10-31,-0.204711680925871
"62",2008-11-28,-0.0830044963052986
"63",2008-12-31,0.0700273259948703
"64",2009-01-30,-0.109022279463732
"65",2009-02-27,-0.0937868731118299
"66",2009-03-31,0.10227796763073
"67",2009-04-30,0.133946590500409
"68",2009-05-29,0.0931482217490969
"69",2009-06-30,-0.00768763732766109
"70",2009-07-31,0.0968867241003082
"71",2009-08-31,0.0207805091132112
"72",2009-09-30,0.0577854212653348
"73",2009-10-30,-0.0335827379850062
"74",2009-11-30,0.053180515148308
"75",2009-12-31,0.0317056855195039
"76",2010-01-29,-0.0495636013905963
"77",2010-02-26,0.0224409639934628
"78",2010-03-31,0.0695613812772677
"79",2010-04-30,0.0108936722871613
"80",2010-05-28,-0.0893395028913762
"81",2010-06-30,-0.0371372968643868
"82",2010-07-30,0.0895484884022475
"83",2010-08-31,-0.0442276037959762
"84",2010-09-30,0.101877410564051
"85",2010-10-29,0.0343808648474377
"86",2010-11-30,-0.0159737584943407
"87",2010-12-31,0.0746722137400424
"88",2011-01-31,-0.00508642244041491
"89",2011-02-28,0.0237384114132462
"90",2011-03-31,0.0200699979244376
"91",2011-04-29,0.0296429346791722
"92",2011-05-31,-0.0204359015292775
"93",2011-06-30,-0.0126653951545936
"94",2011-07-29,-0.0180459953390646
"95",2011-08-31,-0.0778956687864685
"96",2011-09-30,-0.119374575730633
"97",2011-10-31,0.128096697490823
"98",2011-11-30,-0.0104068269998594
"99",2011-12-30,-0.0108026974636752
"100",2012-01-31,0.0735111779151574
"101",2012-02-29,0.0392794331487079
"102",2012-03-30,0.00383547495443493
"103",2012-04-30,-0.0152592029176558
"104",2012-05-31,-0.0853873023418565
"105",2012-06-29,0.0490265481057282
"106",2012-07-31,0.00137682045782417
"107",2012-08-31,0.0229663160076006
"108",2012-09-28,0.0342739433423518
"109",2012-10-31,-0.00772826346241884
"110",2012-11-30,0.0158262833412726
"111",2012-12-31,0.0402828773462129
"112",2013-01-31,0.0298888111075055
"113",2013-02-28,-0.00278299371589075
"114",2013-03-28,0.0179829647607084
"115",2013-04-30,0.0186787357244282
"116",2013-05-31,-0.00511245792523507
"117",2013-06-28,-0.0239440984608181
"118",2013-07-31,0.0439774774955097
"119",2013-08-30,-0.0270377721420844
"120",2013-09-30,0.0608629504923819
"121",2013-10-31,0.0377062906356811
"122",2013-11-29,0.0185931370696106
"123",2013-12-31,0.0126652400512079
"124",2014-01-31,-0.0501569865553508
"125",2014-02-28,0.0449685630937102
"126",2014-03-31,0.0139423802677325
"127",2014-04-30,0.000620992951167354
"128",2014-05-30,0.0180270065309212
"129",2014-06-30,0.0233330159387635
"130",2014-07-31,-0.0196319314709892
"131",2014-08-29,0.0291351270837326
"132",2014-09-30,-0.0479699423284899
"133",2014-10-31,0.0284971469534194
"134",2014-11-28,0.0043026428470796
"135",2014-12-31,-0.0108994594155519
"136",2015-01-30,-0.0227190338458938
"137",2015-02-27,0.0533560432343676
"138",2015-03-31,-0.00713611194423525
"139",2015-04-30,0.0202954693508151
"140",2015-05-29,-0.00464070024640983
"141",2015-06-30,-0.0173167301581324
"142",2015-07-31,-0.0129841484351035
"143",2015-08-31,-0.0641235605419266
"144",2015-09-30,-0.0328207293744739
"145",2015-10-30,0.0680248500361675
"146",2015-11-30,0.0010576676266334
"147",2015-12-31,-0.0325359580950444
"148",2016-01-29,-0.051548632112411
"149",2016-02-29,-0.00238110361467758
"150",2016-03-31,0.085868703365102
"151",2016-04-29,0.0127175925112839
"152",2016-05-31,-0.00243899559149241
"153",2016-06-30,0.00871602459506926
"154",2016-07-29,0.0441184886860413
"155",2016-08-31,0.00664739447256935
"156",2016-09-30,0.0107040660118352
"157",2016-10-31,-0.0221715090720036
"158",2016-11-30,0.0357176786978566
"159",2016-12-30,0.020178465082705
"160",2017-01-31,0.0198860555735478
"161",2017-02-28,0.0203099552810091
"162",2017-03-31,0.0118360094580983
"163",2017-04-28,0.0125684506341643
"164",2017-05-31,0.0094554546366028
"165",2017-06-30,0.0132507249681459
"166",2017-07-31,0.0254379855354876
"167",2017-08-31,-0.00206842056298051
"168",2017-09-29,0.0348385715819131
"169",2017-10-31,0.0182660380673889
"170",2017-11-30,0.0195938498205486
"171",2017-12-29,0.0128809151154283
"172",2018-01-31,0.0463055177107607
"173",2018-02-28,-0.0445358712050579
"174",2018-03-29,-0.00310843818989404
"175",2018-04-30,0.00268691748897876
"176",2018-05-31,0.0149057119147682
"177",2018-06-29,-0.00871038788651934
"178",2018-07-31,0.0306573919344719
"179",2018-08-31,0.00668518578331745
"180",2018-09-28,-0.00826210949724038
"181",2018-10-25,-0.0871793349525687
