"0","date","returns"
"76",2010-01-29,-0.0250591024067348
"77",2010-02-26,0.015331121432846
"78",2010-03-31,0.0420205277912271
"79",2010-04-30,0.0105555292324246
"80",2010-05-28,-0.0511644124591143
"81",2010-06-30,-0.0164614912652672
"82",2010-07-30,0.0546799438372945
"83",2010-08-31,-0.0215725002095379
"84",2010-09-30,0.0598867669672316
"85",2010-10-29,0.022143304140166
"86",2010-11-30,-0.0116948903628722
"87",2010-12-31,0.0431005756575322
"88",2011-01-31,-0.00133341355016103
"89",2011-02-28,0.0167765314064481
"90",2011-03-31,0.0112313266331987
"91",2011-04-29,0.0246045156942512
"92",2011-05-31,-0.00827611109101267
"93",2011-06-30,-0.0101954806181783
"94",2011-07-29,-0.00563992709419614
"95",2011-08-31,-0.0418550417669206
"96",2011-09-30,-0.0665823540555076
"97",2011-10-31,0.0743643552693691
"98",2011-11-30,-0.00717228883483279
"99",2011-12-30,0.00028227817014681
"100",2012-01-31,0.0451691590594991
"101",2012-02-29,0.0254068142139849
"102",2012-03-30,0.00282717233831908
"103",2012-04-30,-0.00524362148764124
"104",2012-05-31,-0.0469924094151504
"105",2012-06-29,0.0285610104125993
"106",2012-07-31,0.00744419397616825
"107",2012-08-31,0.0137897765374322
"108",2012-09-28,0.0216274559951846
"109",2012-10-31,-0.00638360348337152
"110",2012-11-30,0.00949049382233058
"111",2012-12-31,0.0210017142090528
"112",2013-01-31,0.0184970989782873
"113",2013-02-28,0.00178563154462519
"114",2013-03-28,0.0138125500949349
"115",2013-04-30,0.015375501542584
"116",2013-05-31,-0.00755562472245719
"117",2013-06-28,-0.0204208610863632
"118",2013-07-31,0.0298725221046741
"119",2013-08-30,-0.0211052749039583
"120",2013-09-30,0.0397060037886896
"121",2013-10-31,0.0293687560853846
"122",2013-11-29,0.012759622549587
"123",2013-12-31,0.0078143093790104
"124",2014-01-31,-0.0281383170970305
"125",2014-02-28,0.0311136051214793
"126",2014-03-31,0.00878845181395871
"127",2014-04-30,0.00427962378801561
"128",2014-05-30,0.0172211179087256
"129",2014-06-30,0.0153123400472828
"130",2014-07-31,-0.0122350646089339
"131",2014-08-29,0.0252270959594627
"132",2014-09-30,-0.0301877836901712
"133",2014-10-31,0.0215250315585072
"134",2014-11-28,0.00835488513697324
"135",2014-12-31,-0.00692893645294312
"136",2015-01-30,-0.00973113511373735
"137",2015-02-27,0.0331777584734831
"138",2015-03-31,-0.00543093890412383
"139",2015-04-30,0.0124050043450032
"140",2015-05-29,-0.0026449549042451
"141",2015-06-30,-0.0161074250085029
"142",2015-07-31,-0.0015435953525279
"143",2015-08-31,-0.045075880517975
"144",2015-09-30,-0.0178825614890471
"145",2015-10-30,0.0480802233918365
"146",2015-11-30,-0.000747097367030713
"147",2015-12-31,-0.0206659281199787
"148",2016-01-29,-0.0302108311729873
"149",2016-02-29,0.00161121821510224
"150",2016-03-31,0.05699799067004
"151",2016-04-29,0.00758427606734302
"152",2016-05-31,0.000995626818720563
"153",2016-06-30,0.0121443631834997
"154",2016-07-29,0.0302409701314366
"155",2016-08-31,0.00288848918065776
"156",2016-09-30,0.00589869270244625
"157",2016-10-31,-0.0164843231870496
"158",2016-11-30,0.0140966449641711
"159",2016-12-30,0.0141866806814936
"160",2017-01-31,0.0152460769680032
"161",2017-02-28,0.0195611541807792
"162",2017-03-31,0.00680821759607286
"163",2017-04-28,0.0111602294441289
"164",2017-05-31,0.0100681881188149
"165",2017-06-30,0.00791263367921213
"166",2017-07-31,0.0189798058531769
"167",2017-08-31,0.00287703045766552
"168",2017-09-29,0.0193722403717149
"169",2017-10-31,0.0148027927484191
"170",2017-11-30,0.0151432231903408
"171",2017-12-29,0.0111215274593519
"172",2018-01-31,0.0336827868544962
"173",2018-02-28,-0.034429913456322
"174",2018-03-29,-0.00500568434761195
"175",2018-04-30,-0.00101293675247416
"176",2018-05-31,0.0133142918742299
"177",2018-06-29,-0.00433579644854287
"178",2018-07-31,0.0237891382238817
"179",2018-08-31,0.0102548514913308
"180",2018-09-28,-0.00477154114684497
"181",2018-10-25,-0.0628234669992054
